audio_path,duration_ms,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_bandwidth_mean,zero_crossing_rate_mean,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,chroma_mean,chroma_std,dominant_pitch_class,rms_mean,rms_std,loudness,danceability,energy,valence,acousticness,instrumentalness,speechiness,liveness,key,mode
Audio_Samples/a vow - you don't know what to feel anymore.mp3,29712,103.359375,362.36823428660716,344.7565920177944,612.1401786804199,586.3385128769563,0.015311431884765626,-495.40802001953125,45.77424240112305,171.70236206054688,42.54634094238281,59.922752380371094,9.527029991149902,28.165679931640625,8.769632339477539,29.061742782592773,21.10263442993164,17.03287124633789,15.315713882446289,2.923231363296509,10.969587326049805,7.808714389801025,17.227458953857422,8.961227416992188,18.09023666381836,1.0304228067398071,13.087784767150879,0.8648055791854858,12.902372360229492,2.782522201538086,15.069209098815918,0.9053277969360352,11.159512519836426,0.3315165638923645,0.31365227699279785,5,0.046465445309877396,0.026390772312879562,-26.657398223876953,0.7162764497083354,0.22143006324768066,0.4067312838012202,0.9555812840750995,0.619519054889679,0.15324657279925305,0.38892662525177,10,0
Audio_Samples/Gigi Perez - Sailor Song.mp3,20236,95.703125,1935.1838206661498,355.9456126264497,3854.826116999355,2105.115687116157,0.09510845219323394,-57.5743522644043,25.61069679260254,112.21627044677734,16.630102157592773,-20.493391036987305,13.262472152709961,29.82396697998047,10.829571723937988,7.54763650894165,8.151591300964355,11.031989097595215,9.384395599365234,-10.76286792755127,7.761144638061523,8.0226411819458,6.952456951141357,-4.335162162780762,6.157602310180664,12.317306518554688,8.903450965881348,-2.2449870109558105,6.021010398864746,-1.5491397380828857,6.651487350463867,-9.802465438842773,6.73397159576416,0.39460673928260803,0.28527140617370605,11,0.16211284697055817,0.027208728715777397,-15.803651809692383,0.6787579659897715,0.20738014578819275,0.3384738110014407,0.709999615472059,0.795405924320221,0.4156988568672346,0.4102874994277954,11,1
Audio_Samples/03 Greedo - Substance.mp3,29712,71.77734375,2296.596665470942,982.0186116038793,4940.650463104248,2478.364747095661,0.08651771545410156,-64.60542297363281,61.34382629394531,95.85313415527344,36.274986267089844,0.9109991788864136,24.324542999267578,21.38642120361328,16.693275451660156,5.273610591888428,15.589484214782715,12.092947006225586,11.62386703491211,-2.484376907348633,10.606040954589844,14.516962051391602,12.290613174438477,-9.025039672851562,12.819931983947754,14.189905166625977,11.167070388793945,1.4638125896453857,11.185535430908203,10.798025131225586,11.15527629852295,-2.7944464683532715,10.767143249511719,0.4038577973842621,0.3043956458568573,10,0.24635882675647736,0.06343553960323334,-12.1686372756958,0.5372824061726945,0.2825806140899658,0.3512642602690644,0.6842063406754744,0.7428696155548096,0.49671357665210963,0.41645902395248413,3,0
Audio_Samples/itssvd - Losing Interest.mp3,29712,112.34714673913044,2043.253115932231,1036.5484463696378,4450.786914825439,2292.8523892514204,0.07728080749511719,-136.2379608154297,50.59770965576172,94.5246353149414,39.06388473510742,11.126249313354492,22.13641357421875,26.277374267578125,15.201565742492676,-12.63679027557373,14.721846580505371,25.025691986083984,13.596267700195312,-3.2120323181152344,15.26270866394043,20.158056259155273,10.017857551574707,-6.44927453994751,9.881704330444336,-0.18512293696403503,8.37468433380127,-7.877623081207275,8.803951263427734,-4.047445774078369,8.958094596862793,-8.528141021728516,9.798900604248047,0.4125494658946991,0.31514328718185425,3,0.21720115840435028,0.13775837421417236,-13.262757301330566,0.7753289588420471,0.3066108524799347,0.42034868254523633,0.6943547710209994,0.6858818531036377,0.4508433748036623,0.43727198243141174,8,1
Audio_Samples/Victony - OHEMA (with Crayon & Bella Shmurda).mp3,17136,112.34714673913044,2534.0554667608935,651.9361952768182,5550.868783346036,2670.0583317022515,0.09471663808434959,-75.68318176269531,36.96608352661133,83.0723648071289,23.613813400268555,1.7599223852157593,18.774904251098633,23.72598648071289,14.428857803344727,8.881197929382324,14.513522148132324,8.894893646240234,13.756426811218262,5.550443649291992,13.004901885986328,9.917766571044922,10.087903022766113,-8.35113525390625,11.139168739318848,6.616304874420166,8.967015266418457,-2.230379343032837,10.967734336853027,5.727541923522949,9.033371925354004,-0.3425217568874359,9.331365585327148,0.3756273686885834,0.2835862636566162,9,0.15701811015605927,0.0332527719438076,-16.081005096435547,0.7800119377104446,0.2146455943584442,0.4710223911538576,0.617425298935598,0.7639762163162231,0.43254410263105497,0.4213234782218933,7,0
Audio_Samples/Billie Eilish - hotline (edit).mp3,29712,112.34714673913044,1018.9426225707055,299.36809918655393,1791.705493927002,1501.6343123581678,0.044410324096679686,-199.6573944091797,85.43793487548828,156.2772216796875,22.59241485595703,2.47615385055542,17.58545684814453,12.383944511413574,14.530879974365234,14.259222030639648,9.117015838623047,13.039999008178711,10.474044799804688,-3.0252137184143066,7.5501885414123535,-3.390359401702881,9.779080390930176,-5.5822319984436035,9.890352249145508,3.6166329383850098,9.394181251525879,-3.8164145946502686,9.349602699279785,0.6725808382034302,8.739117622375488,4.446213245391846,8.078392028808594,0.32737988233566284,0.3015980124473572,9,0.14797857403755188,0.08587053418159485,-16.596023559570312,0.7731210046103698,0.24485258758068085,0.45304529139242483,0.8107751509519252,0.6672354936599731,0.38585066740051843,0.43696752190589905,9,0
Audio_Samples/Oh Wonder - White Blood.mp3,29712,135.99917763157896,1227.5000468760759,786.1979428779088,2451.639289855957,1736.3039299355235,0.04043159484863281,-180.03662109375,91.10627746582031,143.60183715820312,38.248600006103516,14.093732833862305,29.924560546875,32.495338439941406,16.32958984375,10.223840713500977,13.048263549804688,3.365403413772583,14.885616302490234,14.100773811340332,12.408804893493652,-3.146120548248291,12.37125301361084,-1.8818145990371704,10.140959739685059,8.987269401550293,10.609384536743164,3.0730929374694824,8.636482238769531,5.995147228240967,10.230537414550781,1.7735049724578857,9.854533195495605,0.3959660232067108,0.3004865050315857,4,0.1683972179889679,0.07257059961557388,-15.47330093383789,0.7296463955357917,0.25460681319236755,0.498872067453119,0.812365751150595,0.6887022256851196,0.3703018868691288,0.41123130917549133,0,1
Audio_Samples/Tracy Lawrence - Time Marches On.mp3,29712,117.45383522727273,1990.085686056791,910.3746240158081,3986.2417030334473,2204.7706030168642,0.09288291931152344,-78.97987365722656,75.44940185546875,107.79463195800781,32.331207275390625,-2.6235220432281494,20.79169273376465,34.94160842895508,16.915672302246094,13.066579818725586,12.860739707946777,7.818902015686035,12.465706825256348,-1.7329835891723633,12.522902488708496,8.08579158782959,8.473633766174316,-6.504920959472656,9.236848831176758,3.517564296722412,8.469264030456543,-3.278958797454834,8.142683982849121,0.3238378167152405,6.7524638175964355,0.5471607446670532,7.847813129425049,0.3697449266910553,0.2862776517868042,9,0.18240901827812195,0.06805469840765,-14.779073715209961,0.7828425792564456,0.23964877426624298,0.4978126934510885,0.6110572250181592,0.721002995967865,0.5297763966023922,0.4251211881637573,6,0
Audio_Samples/Sia - Elastic Heart.mp3,29712,129.19921875,2644.96552412334,549.0694234970867,5816.1181640625,2763.0321505105376,0.11800346374511719,10.4085693359375,30.481746673583984,82.3237075805664,19.290842056274414,-4.493803977966309,12.662177085876465,12.026439666748047,11.015213012695312,6.503108978271484,8.277684211730957,8.644439697265625,8.588203430175781,7.694802761077881,9.725114822387695,2.802680492401123,7.944161891937256,5.293301582336426,7.678908824920654,11.986610412597656,6.8163981437683105,4.445605278015137,7.750879764556885,10.05671501159668,6.627437591552734,0.2572481036186218,7.09473180770874,0.39695242047309875,0.28131619095802307,8,0.27018052339553833,0.03719576448202133,-11.36691951751709,0.7679862726084115,0.2832762897014618,0.53003587767602,0.6108548551744823,0.8102995753288269,0.5100920248776675,0.4171854853630066,9,1
Audio_Samples/Post Malone - Sunflower - Spider-Man_ Into the Spider-Verse.mp3,29712,89.10290948275862,2223.711150917297,887.0402215478657,4884.3108558654785,2537.242866170205,0.09691658020019531,-58.77253341674805,44.585655212402344,104.03724670410156,33.73230743408203,7.6601667404174805,18.91678810119629,11.323225021362305,16.181550979614258,-4.33148717880249,18.955270767211914,-3.688777446746826,15.599924087524414,-0.5665320158004761,14.747265815734863,0.8962901830673218,14.593003273010254,-8.34825325012207,14.141637802124023,-1.0634231567382812,14.56070613861084,-1.117510199546814,11.314725875854492,0.13241596519947052,10.010018348693848,1.9449138641357422,10.64465618133545,0.28947606682777405,0.3007229268550873,2,0.2572593092918396,0.08387210220098495,-11.792577743530273,0.6184940934084082,0.28737136721611023,0.4230532796270827,0.5992623330005203,0.7101669311523438,0.43578813532367344,0.4247936010360718,2,1
